Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset
Zeballos H.,66.0,56,79,37,42,51,65,1,1,19.0,1353.0,42,58,1,4,2.1,Nishioka Y.,380.0,22,29,0,1,19,21,0,0,17.0,2384.0,4,14,2,0,1.66,0,1,0.0
Harrison R.,54.0,61,83,5,11,53,68,0,2,20.0,1625.0,47,63,1,1,1.66,Kecmanovic M.,187.0,0,1,0,0,0,1,0,0,19.0,975.0,0,1,0,0,2.1,0,0,0.0
Pella G.,63.0,47,64,26,29,42,51,0,1,20.0,1454.0,44,56,2,7,1.25,Kozlov S.,184.0,5,15,0,0,5,15,0,0,239.0,2481.0,1,8,0,0,3.75,0,0,0.0
Johnson S.,51.0,123,114,16,18,105,93,6,4,16.0,2985.0,91,94,5,3,1.36,Escobedo E.,120.0,14,24,3,5,12,19,3,1,31.0,1821.0,15,15,0,0,3.0,1,0,0.0
Fritz T.,72.0,34,39,1,2,33,32,0,0,21.0,1434.0,21,25,0,2,1.36,Smyczek T.,124.0,31,56,3,5,24,45,3,3,31.0,1740.0,18,31,1,1,3.0,0,1,0.0
Sandgren T.,56.0,9,13,2,5,5,10,1,1,2.0,1331.0,7,9,1,0,2.1,Kicker N.,87.0,18,22,14,13,15,18,2,2,1.0,1076.0,10,10,1,0,1.66,0,0,0.0
Karlovic I.,88.0,142,114,27,23,122,95,1,2,1.0,1158.0,181,164,6,5,2.0,Kudla D.,122.0,27,51,3,7,19,38,2,2,1.0,1761.0,16,32,3,4,1.72,2,1,0.0
Querrey S.,14.0,142,115,22,21,114,94,10,4,16.0,3341.0,106,105,5,4,1.72,Pella G.,63.0,48,64,27,29,43,51,1,1,1.0,1143.0,44,56,2,7,2.0,1,0,1.0
Kyrgios N.,24.0,109,61,22,15,78,42,0,0,15.0,6450.0,87,61,4,5,1.2,Fratangelo B.,108.0,15,24,4,5,13,16,1,1,3.0,1142.0,9,12,0,1,4.33,0,0,0.0
Johnson S.,51.0,124,114,17,18,106,93,7,4,1.0,1440.0,92,94,5,3,2.25,Tiafoe F.,58.0,20,34,1,5,18,26,1,2,2.0,1291.0,19,28,0,7,1.57,0,0,0.0
Harrison R.,54.0,62,83,6,11,54,68,1,2,2.0,1254.0,47,63,1,1,1.66,Fritz T.,72.0,35,39,2,2,34,32,1,0,1.0,1194.0,22,26,0,2,2.1,0,0,1.0
Isner J.,9.0,193,113,36,25,157,93,8,4,12.0,6675.0,234,146,3,4,1.16,Laaksonen H.,143.0,16,23,8,10,16,21,1,0,4.0,759.0,12,15,0,0,5.0,0,0,0.0
Sock J.,16.0,147,95,28,18,125,77,13,4,17.0,3701.0,102,84,3,4,1.53,Zeballos H.,66.0,57,79,38,42,52,65,2,1,3.0,907.0,42,58,1,4,2.37,0,0,0.0
Sandgren T.,56.0,10,13,3,5,6,10,2,1,2.0,1548.0,8,9,1,0,3.0,Pella G.,63.0,49,64,28,29,44,51,2,1,2.0,3095.0,46,56,2,7,1.4,0,0,0.0
Kyrgios N.,24.0,110,61,23,15,79,42,1,0,1.0,2206.0,87,62,4,5,1.3,Karlovic I.,88.0,143,114,28,23,123,95,2,2,2.0,1101.0,183,164,6,5,3.5,4,0,1.0
Sock J.,16.0,148,95,29,18,126,77,14,4,0.0,2998.0,102,84,3,4,1.36,Fritz T.,72.0,36,39,3,2,35,32,2,0,1.0,1689.0,22,26,0,2,3.25,2,0,1.0
Isner J.,9.0,194,113,37,25,158,93,9,4,1.0,3521.0,234,146,3,4,1.5,Johnson S.,51.0,125,114,18,18,107,93,8,4,2.0,1868.0,92,94,5,3,2.62,4,4,1.0
Sandgren T.,56.0,11,13,4,5,7,10,3,1,1.0,1728.0,9,9,1,0,2.1,Karlovic I.,88.0,144,114,29,23,124,95,3,2,1.0,2320.0,183,164,6,5,1.72,0,0,0.0
Johnson S.,51.0,126,114,19,18,108,93,9,4,0.0,4100.0,94,94,5,3,1.57,Fritz T.,72.0,37,39,4,2,36,32,3,0,1.0,2944.0,22,26,0,2,2.37,0,1,0.0
Johnson S.,51.0,127,114,20,18,109,93,10,4,1.0,1719.0,95,95,5,3,1.5,Sandgren T.,56.0,12,13,5,5,8,10,4,1,1.0,1543.0,11,9,1,0,2.62,0,0,0.0
Paire B.,47.0,130,135,45,44,107,115,5,3,15.0,2614.0,90,82,8,1,1.66,Simon G.,71.0,158,125,38,34,124,105,0,1,19.0,1445.0,95,79,9,5,2.1,2,4,1.0
Gasquet R.,38.0,188,100,32,17,141,80,0,0,17.0,1945.0,105,81,6,4,1.16,Fabbiano T.,102.0,11,31,1,7,9,24,0,0,18.0,1296.0,9,19,1,0,5.0,1,0,0.0
Dolgopolov O.,52.0,121,117,34,31,104,98,0,0,81.0,2971.0,85,71,1,4,1.33,Arnaboldi A.,221.0,3,7,3,7,2,5,0,0,634.0,1445.0,4,5,1,0,3.25,0,0,1.0
Haase R.,44.0,105,124,42,42,98,103,2,3,17.0,5275.0,76,92,2,3,1.28,Basic M.,94.0,15,9,1,2,14,8,0,0,19.0,1247.0,11,6,0,0,3.5,0,1,1.0
Struff J.L.,60.0,64,95,20,33,60,77,2,2,20.0,1007.0,45,72,1,5,1.5,Vatutin A.,160.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,2.5,0,0,1.0
Marterer M.,73.0,6,19,0,6,4,17,0,0,17.0,5342.0,7,13,1,0,1.66,Carballes Baena R.,78.0,18,21,18,19,18,20,3,1,43.0,1508.0,13,10,0,1,2.1,0,0,1.0
Basilashvili N.,86.0,35,51,10,13,28,41,0,0,17.0,3875.0,28,30,1,6,2.5,Berrettini M.,104.0,1,4,0,1,1,3,0,0,31.0,1464.0,2,1,0,0,1.5,0,0,0.0
Ivashka I.,123.0,4,4,0,0,4,3,0,0,42.0,1599.0,1,3,0,0,2.25,Andujar P.,355.0,59,85,40,38,52,72,1,2,47.0,4221.0,31,42,3,0,1.57,0,0,1.0
Garcia-Lopez G.,67.0,110,125,55,46,94,106,8,4,17.0,2039.0,75,84,2,1,1.53,Hemery C.,135.0,1,5,1,2,1,5,0,0,19.0,693.0,0,3,0,0,2.37,0,0,0.0
Ramos-Vinolas A.,23.0,90,95,54,44,73,81,1,3,30.0,2771.0,55,74,6,7,1.01,Ahouda A.,727.0,1,2,1,2,1,2,1,2,362.0,816.0,0,2,0,0,17.0,0,0,0.0
Sousa J.,70.0,125,147,46,49,108,128,1,2,14.0,2407.0,76,79,5,4,1.28,Martinez P.,228.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,3.5,0,0,0.0
Zverev M.,55.0,56,67,7,13,46,62,0,1,20.0,2007.0,38,55,4,0,2.2,Lorenzi P.,57.0,80,116,48,52,70,96,2,1,61.0,1608.0,51,63,1,3,1.61,0,1,0.0
Edmund K.,26.0,57,62,10,11,41,48,0,0,17.0,2471.0,48,49,3,5,1.57,Vesely J.,65.0,84,102,38,40,70,83,9,4,18.0,3005.0,66,75,4,3,2.25,2,0,0.0
Seppi A.,62.0,119,122,25,34,86,101,0,0,53.0,10291.0,82,87,11,4,1.57,Albot R.,93.0,17,44,5,12,13,34,1,2,18.0,2892.0,22,22,1,2,2.25,2,0,1.0
Fucsovics M.,61.0,12,17,2,5,9,13,0,0,21.0,1613.0,7,12,0,7,1.36,Jaziri M.,91.0,52,80,7,12,45,66,0,2,40.0,2326.0,44,51,3,7,3.0,0,0,1.0
Kohlschreiber P.,34.0,164,119,71,38,141,99,3,1,26.0,4490.0,103,89,1,1,1.14,Ouahab L.,617.0,2,3,2,3,2,3,2,3,737.0,747.0,0,1,0,0,5.5,0,0,1.0
Ramos-Vinolas A.,23.0,91,95,55,44,74,81,2,3,1.0,1772.0,55,74,6,7,1.25,Vatutin A.,160.0,1,0,1,0,1,0,1,0,1.0,1229.0,0,0,0,0,3.75,0,0,1.0
Simon G.,71.0,159,125,39,34,125,105,1,1,2.0,1820.0,96,80,9,5,1.83,Carballes Baena R.,78.0,19,21,19,19,19,20,4,1,1.0,1444.0,13,10,0,1,1.83,0,0,0.0
Arnaboldi A.,221.0,4,7,4,7,3,5,1,0,1.0,1212.0,4,5,1,0,3.25,Andujar P.,355.0,60,85,41,38,53,72,2,2,1.0,578.0,32,42,3,0,1.33,0,0,1.0
Gasquet R.,38.0,189,100,33,17,142,80,1,0,2.0,1881.0,106,81,6,4,1.36,Garcia-Lopez G.,67.0,111,125,56,46,95,106,9,4,1.0,1205.0,75,84,2,1,3.0,1,0,0.0
Sousa J.,70.0,126,147,47,49,109,128,2,2,2.0,1000.0,78,79,5,4,1.36,Basic M.,94.0,16,9,2,2,15,8,1,0,2.0,1743.0,12,6,0,0,3.0,0,0,0.0
Basilashvili N.,86.0,36,51,11,13,29,41,1,0,2.0,1232.0,29,30,1,6,1.5,Ouahab L.,617.0,3,3,3,3,3,3,3,3,1.0,1423.0,1,1,0,0,2.5,0,0,0.0
Edmund K.,26.0,58,62,11,11,42,48,1,0,2.0,2442.0,48,49,3,5,1.25,Albot R.,93.0,18,44,6,12,14,34,2,2,1.0,1477.0,22,22,1,2,3.75,0,0,0.0
Zverev M.,55.0,57,67,8,13,47,62,1,1,2.0,1827.0,38,55,4,0,1.72,Jaziri M.,91.0,53,80,8,12,46,66,1,2,1.0,1502.0,44,51,3,7,2.0,2,0,1.0
Sousa J.,70.0,127,147,48,49,110,128,3,2,2.0,1383.0,78,79,5,4,1.33,Basilashvili N.,86.0,37,51,12,13,30,41,2,0,2.0,698.0,30,31,1,6,3.4,0,0,0.0
Gasquet R.,38.0,190,100,34,17,143,80,2,0,3.0,2082.0,106,81,6,4,1.4,Simon G.,71.0,160,125,40,34,126,105,2,1,3.0,1461.0,97,80,9,5,3.0,1,0,0.0
Vatutin A.,160.0,2,0,2,0,2,0,2,0,3.0,2094.0,1,0,0,0,2.37,Andujar P.,355.0,61,85,42,38,54,72,3,2,3.0,372.0,32,42,3,0,1.57,0,0,1.0
Edmund K.,26.0,59,62,12,11,43,48,2,0,2.0,2253.0,48,49,3,5,1.28,Jaziri M.,91.0,54,80,9,12,47,66,2,2,2.0,1570.0,44,51,3,7,3.75,0,1,0.0
Edmund K.,26.0,60,62,13,11,44,48,3,0,0.0,2265.0,48,49,3,5,1.72,Gasquet R.,38.0,191,100,35,17,144,80,3,0,0.0,2050.0,107,81,6,4,2.1,1,1,0.0
Sousa J.,70.0,128,147,49,49,111,128,4,2,0.0,1415.0,78,79,5,4,1.53,Andujar P.,355.0,62,85,43,38,55,72,4,2,0.0,475.0,32,43,3,0,2.5,1,0,1.0
Edmund K.,26.0,61,62,14,11,45,48,4,0,1.0,2922.0,48,49,3,5,1.28,Andujar P.,355.0,63,85,44,38,56,72,5,2,1.0,886.0,32,43,3,0,3.75,0,0,1.0
Khachanov K.,38.0,52,47,18,12,44,41,1,1,20.0,4455.0,40,38,1,0,1.53,Kokkinakis T.,150.0,22,33,2,5,18,24,0,0,20.0,1579.0,24,23,2,3,2.37,0,0,0.0
Zverev M.,55.0,57,68,8,14,47,63,0,1,3.0,1570.0,38,55,4,0,2.25,Auger-Aliassime F.,448.0,1,3,0,0,1,3,0,0,34.0,1597.0,1,1,0,0,1.57,0,0,0.0
Medvedev D.,49.0,38,33,1,6,36,28,0,1,22.0,5464.0,23,26,0,2,2.0,Fucsovics M.,59.0,12,18,2,6,9,14,0,0,4.0,1502.0,7,12,0,7,1.72,0,0,0.0
Bautista Agut R.,16.0,83,43,19,12,65,35,3,2,24.0,2574.0,44,43,0,7,1.14,Gojowczyk P.,50.0,35,31,0,3,31,24,0,0,26.0,1598.0,25,23,0,1,5.5,1,0,0.0
Ramos-Vinolas A.,24.0,91,96,55,45,74,82,6,3,5.0,2094.0,55,75,6,7,1.33,Donaldson J.,51.0,42,49,2,5,37,41,0,0,22.0,1718.0,26,36,0,7,3.25,1,0,0.0
Rublev A.,33.0,36,39,8,9,28,33,0,1,24.0,2080.0,24,26,2,6,1.72,Haase R.,44.0,105,125,42,43,98,104,1,5,6.0,1743.0,76,93,2,3,2.0,0,0,0.0
Coric B.,39.0,84,83,29,22,75,69,0,3,17.0,5871.0,57,49,2,5,1.16,Benneteau J.,57.0,77,83,4,11,66,66,1,2,39.0,1487.0,46,56,2,4,5.0,0,0,0.0
Berdych T.,18.0,245,111,49,24,179,91,8,5,20.0,3119.0,128,103,4,2,1.72,Nishikori K.,36.0,223,88,57,19,170,69,0,0,22.0,5570.0,107,68,9,7,2.0,0,1,1.0
Raonic M.,22.0,209,94,43,21,152,75,8,4,18.0,5785.0,159,104,6,5,1.01,Catarina L.,365.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,23.0,0,0,0.0
Djokovic N.,13.0,312,42,71,12,206,29,15,3,24.0,3375.0,138,66,10,4,1.28,Lajovic D.,93.0,66,91,38,41,56,75,0,0,22.0,2485.0,44,64,1,6,3.5,1,0,0.0
Muller G.,28.0,107,87,8,13,92,70,1,2,24.0,2089.0,103,81,5,6,1.61,Mayer F.,74.0,58,74,21,25,50,58,3,3,49.0,2584.0,29,49,2,0,2.2,1,0,0.0
Bedene A.,58.0,71,87,31,34,64,68,1,1,25.0,1684.0,47,58,3,0,1.22,Basic M.,92.0,16,10,2,3,15,9,0,0,4.0,1383.0,12,6,0,0,4.0,0,0,0.0
Shapovalov D.,45.0,20,18,0,0,16,15,0,0,20.0,2442.0,18,19,0,6,2.1,Tsitsipas S.,71.0,9,18,0,2,9,15,0,0,25.0,1728.0,8,17,0,0,1.66,1,0,1.0
Lorenzi P.,63.0,80,117,48,53,70,97,2,2,6.0,1827.0,51,63,1,3,2.62,Herbert P.H.,82.0,32,49,2,7,25,37,0,1,24.0,5580.0,37,46,1,4,1.44,0,0,1.0
Dzumhur D.,31.0,71,66,15,19,59,51,2,2,24.0,2506.0,41,32,3,2,2.0,Cecchinato M.,100.0,3,28,3,22,3,24,0,1,49.0,920.0,4,13,0,0,1.72,1,1,1.0
Mannarino A.,26.0,121,130,14,22,99,109,2,3,24.0,2675.0,63,95,3,5,2.37,Simon G.,69.0,160,126,40,35,126,106,5,5,3.0,2050.0,97,81,9,5,1.53,0,0,1.0
Verdasco F.,37.0,146,130,63,43,120,109,1,3,7.0,1761.0,108,98,8,1,1.8,Cuevas P.,41.0,108,90,72,37,96,73,4,2,34.0,2877.0,74,79,2,2,1.9,2,1,0.0
Lopez F.,30.0,164,126,40,34,130,105,1,2,25.0,2458.0,137,103,7,1,2.2,Paire B.,48.0,130,136,45,45,107,116,4,5,8.0,1820.0,91,83,8,1,1.61,0,1,0.0
Sugita Y.,43.0,31,44,4,5,28,37,0,0,27.0,2280.0,26,26,0,2,2.37,Struff J.L.,61.0,64,96,20,34,60,78,2,3,7.0,1229.0,45,72,1,5,1.53,1,0,1.0
Fognini F.,20.0,178,125,101,55,153,104,7,5,22.0,4100.0,98,71,6,3,1.18,Ivashka I.,122.0,4,5,0,1,4,4,0,0,7.0,578.0,1,4,0,0,4.5,0,0,0.0
Schwartzman D.,15.0,81,80,42,40,68,65,3,2,22.0,3850.0,48,54,2,5,1.44,Pella G.,60.0,49,65,28,30,44,52,0,1,4.0,1728.0,46,57,2,7,2.62,0,1,0.0
Edmund K.,23.0,61,63,14,12,45,49,1,1,2.0,1753.0,48,49,3,5,1.36,Seppi A.,62.0,119,123,25,35,86,102,2,4,6.0,1477.0,82,87,11,4,3.0,2,0,1.0
Gasquet R.,34.0,191,101,35,18,144,81,3,2,3.0,2922.0,107,81,6,4,1.57,Chardy J.,84.0,124,127,36,38,94,107,4,5,21.0,2270.0,104,90,5,4,2.25,2,1,0.0
Kohlschreiber P.,40.0,164,120,71,39,141,100,5,4,6.0,1423.0,103,90,1,1,1.2,Sandgren T.,47.0,12,14,5,6,8,11,0,0,2.0,1873.0,11,10,1,0,4.33,0,0,0.0
Thiem D.,7.0,182,107,87,28,145,90,3,4,35.0,5120.0,115,89,3,1,1.25,Rublev A.,33.0,37,39,9,9,29,33,1,1,1.0,2498.0,26,26,2,6,3.75,1,0,0.0
Pouille L.,11.0,93,68,27,16,77,52,7,3,37.0,2993.0,74,48,6,6,1.14,Zverev M.,55.0,58,68,9,14,48,63,1,1,2.0,1014.0,38,56,4,0,5.0,0,0,1.0
Dimitrov G.,5.0,217,113,40,25,174,92,9,5,23.0,5240.0,127,99,4,8,1.33,Herbert P.H.,82.0,33,49,3,7,26,37,1,1,1.0,1540.0,38,46,1,4,3.25,0,0,0.0
Goffin D.,10.0,169,112,42,28,139,93,7,5,25.0,3870.0,86,89,4,6,1.83,Tsitsipas S.,71.0,10,18,1,2,10,15,1,0,1.0,1885.0,8,17,0,0,1.83,0,1,0.0
Zverev A.,4.0,127,72,37,20,113,61,3,2,16.0,6675.0,86,61,3,9,1.14,Muller G.,28.0,108,87,9,13,93,70,2,2,1.0,2194.0,104,81,5,6,5.5,0,1,0.0
Nishikori K.,36.0,224,88,58,19,171,69,1,0,2.0,3420.0,107,68,9,7,1.28,Medvedev D.,49.0,39,33,2,6,37,28,1,1,3.0,1848.0,24,27,0,2,3.5,0,0,0.0
Bautista Agut R.,16.0,84,43,20,12,66,35,4,2,2.0,3154.0,44,43,0,7,1.22,Lopez F.,30.0,165,126,41,34,131,105,2,2,1.0,2440.0,138,104,7,1,4.0,1,0,0.0
Khachanov K.,38.0,53,47,19,12,45,41,2,1,3.0,1635.0,41,38,1,0,1.36,Simon G.,69.0,161,126,41,35,127,106,6,5,1.0,2435.0,97,81,9,5,3.0,1,1,0.0
Fognini F.,20.0,179,125,102,55,154,104,8,5,1.0,2298.0,99,71,6,3,1.36,Struff J.L.,61.0,65,96,21,34,61,78,3,3,1.0,2015.0,45,72,1,5,3.0,1,0,1.0
Djokovic N.,13.0,313,42,72,12,207,29,16,3,2.0,2949.0,138,66,10,4,1.36,Coric B.,39.0,85,83,30,22,76,69,1,3,2.0,2142.0,57,49,2,5,3.0,1,0,0.0
Ramos-Vinolas A.,24.0,92,96,56,45,75,82,7,3,2.0,2722.0,55,75,6,7,2.2,Kohlschreiber P.,40.0,165,120,72,39,142,100,6,4,1.0,2263.0,103,90,1,1,1.61,0,0,1.0
Schwartzman D.,15.0,82,80,43,40,69,65,4,2,1.0,3078.0,48,54,2,5,1.53,Gasquet R.,34.0,192,101,36,18,145,81,4,2,1.0,2025.0,108,81,6,4,2.37,0,1,1.0
Seppi A.,62.0,120,123,26,35,87,102,3,4,1.0,2608.0,82,88,11,4,1.53,Garcia-Lopez G.,68.0,111,126,56,47,95,107,4,3,7.0,2082.0,75,84,2,1,2.37,1,1,0.0
Raonic M.,22.0,210,94,44,21,153,75,9,4,2.0,1887.0,159,104,6,5,1.5,Cecchinato M.,100.0,4,28,4,22,4,24,1,1,1.0,2021.0,4,13,0,0,2.5,2,0,0.0
Nadal R.,1.0,291,64,135,17,218,51,19,3,85.0,14405.0,111,69,4,6,1.04,Bedene A.,58.0,72,87,32,34,65,68,2,1,2.0,1520.0,48,58,3,0,13.0,1,0,0.0
Cilic M.,3.0,207,100,38,24,149,82,7,4,22.0,7075.0,141,86,9,7,1.36,Verdasco F.,37.0,147,130,64,43,121,109,2,3,1.0,2490.0,109,99,8,1,3.0,3,1,0.0
Goffin D.,10.0,170,112,43,28,140,93,8,5,2.0,3877.0,88,89,4,6,1.9,Bautista Agut R.,16.0,85,43,21,12,67,35,5,2,1.0,3595.0,45,43,0,7,1.9,1,0,0.0
Zverev A.,4.0,128,72,38,20,114,61,4,2,2.0,6390.0,86,61,3,9,1.25,Struff J.L.,61.0,66,96,22,34,62,78,4,3,1.0,2695.0,45,72,1,5,4.0,2,0,0.0
Dimitrov G.,5.0,218,113,41,25,175,92,10,5,2.0,5325.0,127,99,4,8,1.66,Kohlschreiber P.,40.0,166,120,73,39,143,100,7,4,1.0,2975.0,103,90,1,1,2.2,1,0,0.0
Thiem D.,7.0,183,107,88,28,146,90,4,4,2.0,5043.0,117,90,3,1,2.3,Djokovic N.,13.0,314,42,73,12,208,29,17,3,1.0,3561.0,140,66,10,4,1.61,1,5,0.0
Gasquet R.,34.0,193,101,37,18,146,81,5,2,1.0,3560.0,108,81,6,4,1.2,Zverev M.,55.0,59,68,10,14,49,63,2,1,2.0,3342.0,39,56,4,0,4.5,1,0,0.0
Nadal R.,1.0,292,64,136,17,219,51,20,3,1.0,9647.0,111,69,4,6,1.05,Khachanov K.,38.0,54,47,20,12,46,41,3,1,1.0,2035.0,41,38,1,0,11.0,2,0,0.0
Cilic M.,3.0,208,100,39,24,150,82,8,4,1.0,6265.0,142,86,9,7,1.44,Raonic M.,22.0,211,94,45,21,154,75,10,4,1.0,2371.0,160,104,6,5,2.75,1,1,0.0
Nishikori K.,36.0,225,88,59,19,172,69,2,0,1.0,2264.0,108,68,9,7,1.16,Seppi A.,62.0,121,123,27,35,88,102,4,4,1.0,1649.0,83,88,11,4,5.0,1,2,0.0
Dimitrov G.,5.0,219,113,42,25,176,92,11,5,1.0,5865.0,127,99,4,8,2.0,Goffin D.,10.0,171,112,44,28,141,93,9,5,1.0,5285.0,89,89,4,6,1.8,6,1,0.0
Nadal R.,1.0,293,64,137,17,220,51,21,3,1.0,10025.0,111,69,4,6,1.14,Thiem D.,7.0,184,107,89,28,147,90,5,4,1.0,5975.0,117,91,3,1,5.5,5,2,0.0
Cilic M.,3.0,209,100,40,24,151,82,9,4,1.0,6750.0,142,86,9,7,1.61,Nishikori K.,36.0,226,88,60,19,173,69,3,0,1.0,2131.0,108,68,9,7,2.3,4,5,1.0
Zverev A.,4.0,129,72,39,20,115,61,5,2,1.0,5780.0,86,61,3,9,1.5,Gasquet R.,34.0,194,101,38,18,147,81,6,2,1.0,2272.0,109,81,6,4,2.62,3,0,0.0
Nadal R.,1.0,294,64,138,17,221,51,22,3,1.0,12435.0,111,69,4,6,1.06,Dimitrov G.,5.0,220,113,43,25,177,92,12,5,1.0,7745.0,128,99,4,8,10.0,9,1,0.0
Zverev A.,4.0,130,72,40,20,116,61,6,2,1.0,6265.0,87,61,3,9,1.61,Nishikori K.,36.0,227,88,61,19,174,69,4,0,1.0,6265.0,108,69,9,7,2.3,1,0,1.0
Nadal R.,1.0,295,64,139,17,222,51,23,3,1.0,13405.0,111,69,4,6,1.05,Nishikori K.,36.0,228,88,62,19,175,69,5,0,1.0,6205.0,108,69,9,7,11.0,5,1,0.0
Paire B.,47.0,130,137,45,46,107,117,1,1,6.0,2440.0,92,84,8,1,2.1,Jarry N.,64.0,12,12,10,6,12,9,0,0,31.0,3050.0,10,15,0,0,1.66,0,0,0.0
Sandgren T.,49.0,12,15,5,7,8,12,0,0,6.0,2263.0,11,10,1,0,1.66,Jaziri M.,88.0,54,81,9,13,47,67,0,1,9.0,2265.0,44,51,3,7,2.1,0,0,1.0
Lajovic D.,91.0,66,92,38,42,56,76,0,0,7.0,2949.0,44,64,1,6,1.25,Martinez P.,226.0,0,1,0,1,0,1,0,0,13.0,1000.0,0,2,0,0,3.75,0,0,0.0
Kukushkin M.,95.0,60,92,10,24,48,73,0,0,32.0,1326.0,47,52,1,1,2.1,Granollers M.,129.0,86,114,41,47,66,95,1,1,203.0,1391.0,53,65,5,4,1.66,0,0,1.0
Donaldson J.,51.0,42,50,2,6,37,42,0,0,7.0,2722.0,26,36,0,7,2.1,Dutra Silva R.,125.0,15,45,10,26,12,34,1,1,33.0,1136.0,17,18,3,3,1.66,0,1,1.0
Sugita Y.,42.0,31,45,4,6,28,38,3,1,6.0,2015.0,26,26,0,2,2.62,Garcia-Lopez G.,69.0,111,127,56,48,95,108,0,1,5.0,1649.0,75,85,2,1,1.44,0,0,1.0
Tsitsipas S.,63.0,10,19,1,3,10,16,0,0,6.0,3877.0,8,19,0,0,1.3,Moutet C.,137.0,2,3,2,2,2,2,0,0,55.0,1313.0,2,2,0,0,3.4,0,0,0.0
Karlovic I.,75.0,144,115,29,24,124,96,0,0,9.0,1543.0,183,166,6,5,1.53,Robredo T.,211.0,110,83,56,39,84,69,0,1,327.0,3092.0,63,66,7,1,2.37,0,0,0.0
Cuevas P.,46.0,108,91,72,38,96,74,0,1,6.0,2490.0,75,80,2,2,1.14,Ojeda Lara R.,207.0,2,1,0,0,2,1,0,0,109.0,870.0,1,0,0,0,5.0,0,0,0.0
Mayer L.,45.0,92,92,51,42,74,75,0,0,30.0,2446.0,69,61,2,1,1.44,Zverev M.,52.0,59,69,10,15,49,64,0,1,4.0,2272.0,39,57,4,0,2.62,2,0,0.0
Carballes Baena R.,77.0,19,22,19,20,19,21,0,0,13.0,1461.0,13,11,0,1,1.18,Haider-Maurer A.,420.0,26,47,16,22,21,34,0,0,56.0,996.0,19,33,3,2,4.5,0,0,0.0
Delbonis F.,76.0,88,91,66,45,83,75,0,0,44.0,10860.0,69,62,2,2,2.2,Klizan M.,140.0,84,99,43,33,74,80,0,0,71.0,1671.0,57,57,3,4,1.61,2,1,1.0
Gojowczyk P.,50.0,35,32,0,4,31,25,0,0,8.0,3154.0,25,23,0,1,3.75,Pella G.,60.0,49,66,28,31,44,53,0,0,7.0,3078.0,46,57,2,7,1.25,1,0,1.0
Fratangelo B.,106.0,15,25,4,6,13,17,0,0,12.0,2206.0,10,12,0,1,1.66,Vatutin A.,138.0,2,1,2,1,2,1,0,0,10.0,475.0,2,0,0,0,2.1,0,0,0.0
Simon G.,70.0,161,127,41,36,127,107,0,0,6.0,2035.0,97,81,9,5,1.57,Ivashka I.,117.0,4,6,0,2,4,5,0,0,7.0,2298.0,1,5,0,0,2.25,0,0,0.0
Sousa J.,67.0,128,148,49,50,111,129,0,1,10.0,886.0,78,79,5,4,1.5,Munar J.,174.0,1,4,1,3,1,3,0,0,98.0,1540.0,1,1,0,0,2.5,0,0,1.0
Goffin D.,10.0,171,113,44,29,141,94,1,1,4.0,7745.0,89,90,4,6,1.28,Granollers M.,129.0,87,114,42,47,67,95,2,1,1.0,1069.0,53,65,5,4,3.5,1,1,0.0
Lopez F.,30.0,165,127,41,35,131,106,1,1,6.0,3595.0,138,105,7,1,1.72,Lajovic D.,91.0,67,92,39,42,57,76,1,0,1.0,913.0,44,65,1,6,2.0,2,1,0.0
Jaziri M.,88.0,55,81,10,13,48,67,1,1,1.0,1666.0,44,51,3,7,1.61,Escobedo E.,149.0,14,25,3,6,12,20,0,0,13.0,1440.0,15,16,0,0,2.2,0,0,0.0
Bautista Agut R.,15.0,85,44,21,13,67,36,1,1,5.0,5285.0,45,44,0,7,1.36,Karlovic I.,75.0,145,115,30,24,125,96,1,0,1.0,986.0,184,167,6,5,3.0,0,1,0.0
Mannarino A.,27.0,121,131,14,23,99,110,0,0,7.0,2435.0,63,95,3,5,3.5,Cuevas P.,46.0,109,91,73,38,97,74,1,1,1.0,1319.0,75,80,2,2,1.28,0,2,0.0
Nishikori K.,22.0,228,89,62,20,175,70,0,0,3.0,10050.0,108,69,9,7,1.16,Garcia-Lopez G.,69.0,112,127,57,48,96,108,1,1,2.0,1943.0,77,85,2,1,5.0,2,0,1.0
Dimitrov G.,5.0,220,114,43,26,177,93,0,0,4.0,13405.0,128,99,4,8,1.3,Simon G.,70.0,162,127,42,36,128,107,1,0,1.0,1265.0,97,81,9,5,3.4,3,1,0.0
Thiem D.,7.0,184,108,89,29,147,91,4,1,5.0,12435.0,117,91,3,1,1.1,Munar J.,174.0,2,4,2,3,2,3,1,0,1.0,1127.0,2,1,0,0,7.0,0,0,0.0
