Date,Tournament,Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset,Year
2021-02-12,Australian Open,Thiem D.,3.0,288,145,137,87,73,26,18,7,2.0,10056.0,185,137,9,11,1.28,Kyrgios N.,47.0,152,89,109,58,43,24,16,7,2.0,2861.0,138,95,7,5,3.75,1,0,0.0,2021
2021-02-12,Australian Open,Djokovic N.,1.0,453,65,296,40,164,18,45,3,2.0,13035.0,197,89,14,7,1.01,Fritz T.,31.0,96,96,69,67,16,17,6,4,2.0,3117.0,72,64,4,9,21.0,2,0,0.0,2021
2021-02-13,Australian Open,Ruud C.,28.0,52,48,8,22,10,9,3,2,2.0,2819.0,24,35,4,1,1.33,Albot R.,85.0,66,96,42,61,12,19,3,3,2.0,1385.0,57,48,4,3,3.4,1,0,0.0,2021
2021-02-13,Australian Open,Harris L.,91.0,21,27,19,21,5,8,2,2,2.0,1436.0,14,20,2,0,1.66,Mcdonald M.,192.0,26,39,18,29,8,9,4,3,2.0,2200.0,18,18,1,2,2.2,0,0,1.0,2021
2021-02-13,Australian Open,Medvedev D.,4.0,152,78,124,48,27,15,9,4,2.0,9466.0,80,54,0,3,1.05,Krajinovic F.,33.0,73,69,59,54,10,15,5,4,2.0,2717.0,41,52,4,2,11.0,0,1,0.0,2021
2021-02-13,Australian Open,Tsitsipas S.,6.0,124,73,80,50,24,13,9,3,2.0,6174.0,90,69,3,8,1.03,Ymer M.,95.0,12,22,9,16,4,4,3,1,2.0,1259.0,8,14,1,5,15.0,1,0,0.0,2021
2021-02-13,Australian Open,Rublev A.,8.0,120,81,91,61,25,13,8,4,2.0,5323.0,70,66,3,6,1.02,Lopez F.,65.0,200,166,107,103,40,31,10,8,2.0,2586.0,167,142,8,1,19.0,0,0,0.0,2021
2021-02-13,Australian Open,Berrettini M.,10.0,73,48,33,29,20,11,3,3,2.0,3678.0,52,48,3,1,1.4,Khachanov K.,20.0,132,103,83,70,33,16,8,4,2.0,3199.0,99,97,5,4,3.0,3,0,0.0,2021
2021-02-13,Australian Open,Fognini F.,17.0,246,172,104,89,43,30,14,8,2.0,3398.0,134,98,12,8,5.5,De Minaur A.,23.0,79,51,73,36,18,13,5,3,2.0,2992.0,52,36,3,3,1.14,0,0,0.0,2021
2021-02-13,Australian Open,Nadal R.,2.0,407,80,197,50,128,18,32,7,2.0,10218.0,151,90,7,5,1.02,Norrie C.,69.0,52,58,38,37,8,12,2,2,2.0,1292.0,39,40,1,1,19.0,0,0,0.0,2021
2021-02-14,Australian Open,Auger-Aliassime F.,19.0,68,48,44,31,8,6,3,1,2.0,5176.0,54,37,0,0,1.53,Karatsev A.,114.0,6,9,6,9,3,0,3,0,2.0,4122.0,5,4,0,0,2.5,0,0,1.0,2021
2021-02-14,Australian Open,Thiem D.,3.0,289,145,138,87,74,26,19,7,2.0,10315.0,185,137,10,11,1.33,Dimitrov G.,21.0,275,158,193,105,63,31,25,8,2.0,4845.0,170,150,8,8,3.4,2,3,1.0,2021
2021-02-14,Australian Open,Zverev A.,7.0,241,115,141,69,49,21,15,5,2.0,7176.0,161,102,14,9,1.06,Lajovic D.,27.0,119,148,45,70,22,26,8,7,2.0,2595.0,73,108,2,12,10.0,2,0,0.0,2021
2021-02-14,Australian Open,Djokovic N.,1.0,454,65,297,40,165,18,46,3,2.0,13725.0,198,89,15,7,1.44,Raonic M.,14.0,281,130,192,89,79,25,29,8,2.0,3702.0,223,135,6,4,2.75,10,0,0.0,2021
2021-02-15,Australian Open,Medvedev D.,4.0,153,78,125,48,28,15,10,4,2.0,10388.0,80,54,1,3,1.03,Mcdonald M.,192.0,27,39,19,29,9,9,5,3,2.0,1138.0,19,18,1,2,15.0,2,0,0.0,2021
2021-02-15,Australian Open,Rublev A.,8.0,121,81,92,61,26,13,9,4,2.0,5427.0,71,66,3,6,1.08,Ruud C.,28.0,53,48,9,22,11,9,4,2,2.0,2556.0,24,36,4,1,8.0,2,0,0.0,2021
2021-02-15,Australian Open,Nadal R.,2.0,408,80,198,50,129,18,33,7,2.0,10785.0,153,90,7,5,1.16,Fognini F.,17.0,247,172,105,89,44,30,15,8,2.0,4600.0,134,98,12,8,5.0,12,4,0.0,2021
2021-02-15,Australian Open,Tsitsipas S.,6.0,125,73,81,50,25,13,10,3,2.0,6740.0,90,69,3,8,1.25,Berrettini M.,10.0,74,48,34,29,21,11,4,3,2.0,5635.0,55,48,3,1,4.0,1,0,0.0,2021
2021-02-16,Australian Open,Dimitrov G.,21.0,276,158,194,105,64,31,26,8,2.0,11385.0,170,150,8,8,1.3,Karatsev A.,114.0,7,9,7,9,4,0,4,0,2.0,2988.0,5,4,1,0,3.5,0,0,1.0,2021
2021-02-16,Australian Open,Djokovic N.,1.0,455,65,298,40,166,18,47,3,2.0,14660.0,199,89,15,7,1.57,Zverev A.,7.0,242,115,142,69,50,21,16,5,2.0,7400.0,162,102,14,9,2.37,4,2,0.0,2021
2021-02-17,Australian Open,Medvedev D.,4.0,154,78,126,48,29,15,11,4,2.0,9060.0,80,54,1,3,1.44,Rublev A.,8.0,122,81,93,61,27,13,10,4,2.0,6168.0,72,66,3,6,2.75,3,0,0.0,2021
2021-02-17,Australian Open,Nadal R.,2.0,409,80,199,50,130,18,34,7,2.0,12385.0,153,90,7,5,1.44,Tsitsipas S.,6.0,126,73,82,50,26,13,11,3,2.0,9310.0,90,69,3,8,2.75,5,1,1.0,2021
2021-02-18,Australian Open,Djokovic N.,1.0,456,65,299,40,167,18,48,3,2.0,17645.0,200,90,15,7,1.07,Karatsev A.,114.0,8,9,8,9,5,0,5,0,2.0,2902.0,5,4,1,0,9.0,0,0,0.0,2021
2021-02-19,Australian Open,Medvedev D.,4.0,155,78,127,48,30,15,12,4,2.0,13144.0,81,54,1,3,1.4,Tsitsipas S.,6.0,127,73,83,50,27,13,12,3,2.0,15815.0,92,69,4,8,3.0,5,0,0.0,2021
2021-02-21,Australian Open,Djokovic N.,1.0,457,65,300,40,168,18,49,3,3.0,12672.0,200,90,15,7,1.83,Medvedev D.,4.0,156,78,128,48,31,15,13,4,2.0,14680.0,82,54,1,3,2.0,2,3,0.0,2021
