Predicted prob,Predicted variance,Odds1,Odds2,Result
0.090031765,0.090031765,1.2,4.33,0.0
0.1802378,0.1802378,1.9,1.8,1.0
0.39948165,0.39948165,2.5,1.5,1.0
0.09645869,0.09645869,1.72,2.0,1.0
0.19680937,0.19680937,1.61,2.2,1.0
0.26088473,0.26088473,1.18,4.5,1.0
0.30133703,0.30133703,1.83,1.83,0.0
0.44472596,0.44472596,2.37,1.53,0.0
0.41358024,0.41358024,1.11,6.5,0.0
0.38427737,0.38427737,1.4,2.75,0.0
0.32985348,0.32985348,1.4,2.75,0.0
0.066028364,0.066028364,1.61,2.2,0.0
0.19843818,0.19843818,2.0,1.72,1.0
0.3029885,0.3029885,1.18,4.5,1.0
0.32425892,0.32425892,1.61,2.2,1.0
0.10570779,0.10570779,1.04,13.0,0.0
0.18335268,0.18335268,2.1,1.66,1.0
0.4186963,0.4186963,1.8,1.9,0.0
0.40933248,0.40933248,1.57,2.25,1.0
0.22491328,0.22491328,1.5,2.5,0.0
0.09944743,0.09944743,1.72,2.0,0.0
0.16701081,0.16701081,1.4,2.75,1.0
0.37545437,0.37545437,1.53,2.5,0.0
0.23757075,0.23757075,1.4,3.0,0.0
0.14523286,0.14523286,1.14,5.5,0.0
0.12842382,0.12842382,1.44,2.75,0.0
0.31573215,0.31573215,1.8,2.0,1.0
0.14881127,0.14881127,1.14,5.5,0.0
0.10179973,0.10179973,1.05,11.0,0.0
0.22333021,0.22333021,1.57,2.25,0.0
0.3911183,0.3911183,1.83,1.83,1.0
0.24387042,0.24387042,1.72,2.0,0.0
0.36258003,0.36258003,1.28,3.5,0.0
0.14773318,0.14773318,1.9,1.8,1.0
0.064201206,0.064201206,1.36,3.0,1.0
0.33818513,0.33818513,1.44,2.62,0.0
0.20372675,0.20372675,1.9,1.8,0.0
0.39460582,0.39460582,1.36,3.0,1.0
0.1136735,0.1136735,1.57,2.25,0.0
0.31922463,0.31922463,2.0,1.72,0.0
0.2727123,0.2727123,1.8,1.9,1.0
0.23489292,0.23489292,1.3,3.4,0.0
0.31706256,0.31706256,3.4,1.3,1.0
0.35522178,0.35522178,1.72,2.0,1.0
0.21162939,0.21162939,1.08,8.0,0.0
0.34071508,0.34071508,1.11,6.5,0.0
0.17158535,0.17158535,2.62,1.44,1.0
0.22567755,0.22567755,2.1,1.66,1.0
0.43367496,0.43367496,2.0,1.72,0.0
0.41077536,0.41077536,2.0,1.72,1.0
0.446696,0.446696,1.5,2.5,0.0
0.38989815,0.38989815,1.72,2.0,0.0
0.36011055,0.36011055,1.3,3.4,0.0
0.27172905,0.27172905,2.1,1.66,1.0
0.22189312,0.22189312,1.4,2.75,1.0
0.2575128,0.2575128,1.1,7.0,0.0
0.119493224,0.119493224,2.0,1.72,1.0
0.12292159,0.12292159,1.66,2.1,0.0
0.285713,0.285713,1.12,6.0,0.0
0.29773957,0.29773957,1.4,2.75,0.0
0.44496253,0.44496253,1.22,4.0,0.0
0.13629784,0.13629784,1.5,2.5,0.0
0.173503,0.173503,1.61,2.2,0.0
0.28135943,0.28135943,1.4,2.75,0.0
0.16211498,0.16211498,1.28,3.5,0.0
0.35540432,0.35540432,1.44,2.62,0.0
0.18801965,0.18801965,1.22,4.0,0.0
0.18041791,0.18041791,1.1,7.0,0.0
0.1862355,0.1862355,1.4,2.75,0.0
0.316403,0.316403,1.44,2.75,1.0
0.42765737,0.42765737,1.08,8.0,0.0
0.28449738,0.28449738,2.1,1.72,1.0
0.2927967,0.2927967,1.11,6.5,0.0
0.25201288,0.25201288,1.4,3.0,0.0
0.14019175,0.14019175,1.22,4.33,0.0
0.27370027,0.27370027,1.25,4.0,0.0
0.172859,0.172859,1.57,2.37,0.0
0.2784187,0.2784187,1.22,4.33,0.0
0.388375,0.388375,1.14,5.5,1.0
0.3922704,0.3922704,1.44,2.75,1.0
0.16507909,0.16507909,1.57,2.37,1.0
0.2372941,0.2372941,1.44,2.75,0.0
0.25331306,0.25331306,1.57,2.37,0.0
0.14537804,0.14537804,1.53,2.5,0.0
0.3503008,0.3503008,1.5,2.5,0.0
0.24916357,0.24916357,1.33,3.25,0.0
0.2260456,0.2260456,1.57,2.25,0.0
0.32990476,0.32990476,1.57,2.25,1.0
0.38769633,0.38769633,3.25,1.33,1.0
0.35594115,0.35594115,1.53,2.37,1.0
0.37536764,0.37536764,1.83,1.83,1.0
0.38281348,0.38281348,1.25,3.75,0.0
0.42189282,0.42189282,8.0,1.08,1.0
0.44103846,0.44103846,1.25,3.75,0.0
0.36395046,0.36395046,1.66,2.1,0.0
0.18892616,0.18892616,1.22,4.0,0.0
0.29224196,0.29224196,1.83,1.83,0.0
0.28957966,0.28957966,1.33,3.25,1.0
0.29057604,0.29057604,1.4,2.75,0.0
0.26539257,0.26539257,1.53,2.37,1.0
0.26941147,0.26941147,1.36,3.0,1.0
0.09616522,0.09616522,1.3,3.4,1.0
0.2163448,0.2163448,3.5,1.28,1.0
0.098050624,0.098050624,1.25,3.75,1.0
0.23396643,0.23396643,1.8,2.0,1.0
0.24733832,0.24733832,1.5,2.62,0.0
0.28635356,0.28635356,4.0,1.25,1.0
0.39511427,0.39511427,2.37,1.57,1.0
0.4383821,0.4383821,1.44,2.75,0.0
0.3889462,0.3889462,2.75,1.44,1.0
0.08472919,0.08472919,1.53,2.5,1.0
0.39402843,0.39402843,1.8,1.9,1.0
0.44389054,0.44389054,1.66,2.1,1.0
0.20688935,0.20688935,1.72,2.0,0.0
0.2898364,0.2898364,1.33,3.25,1.0
0.27801156,0.27801156,1.16,5.0,0.0
0.42420977,0.42420977,1.5,2.5,0.0
0.45314193,0.45314193,2.25,1.57,1.0
0.11323341,0.11323341,1.36,3.0,0.0
0.27495134,0.27495134,1.36,3.0,1.0
0.28112608,0.28112608,1.33,3.25,0.0
0.2540489,0.2540489,3.5,1.28,1.0
0.3301838,0.3301838,1.33,3.25,0.0
0.32157445,0.32157445,1.36,3.0,0.0
0.38429233,0.38429233,1.61,2.2,0.0
0.27879173,0.27879173,1.61,2.2,0.0
0.36060038,0.36060038,1.36,3.0,0.0
0.47752646,0.47752646,1.25,3.75,0.0
0.28002772,0.28002772,1.4,2.75,0.0
0.37700817,0.37700817,2.2,1.61,1.0
0.068751015,0.068751015,1.33,3.25,0.0
0.35957265,0.35957265,2.37,1.57,1.0
0.4167571,0.4167571,1.28,3.75,1.0
0.084326565,0.084326565,1.72,2.1,0.0
0.3356471,0.3356471,1.08,8.0,0.0
0.2010074,0.2010074,1.61,2.3,0.0
0.09021219,0.09021219,2.3,1.61,1.0
0.37084386,0.37084386,1.5,2.62,0.0
0.33784392,0.33784392,1.33,3.25,1.0
0.41833174,0.41833174,1.25,3.75,0.0
0.42639348,0.42639348,1.4,2.75,1.0
0.27519086,0.27519086,1.72,2.0,1.0
0.2819856,0.2819856,1.57,2.25,0.0
0.37887603,0.37887603,1.574966013396195,3.703268667824501,1.0
0.12605692,0.12605692,1.5,2.5,0.0
0.34012082,0.34012082,3.25,1.33,1.0
0.3878775,0.3878775,2.0,1.72,1.0
0.3435165,0.3435165,1.4,2.75,0.0
0.3481961,0.3481961,2.75,1.4,1.0
0.1012895,0.1012895,2.37,1.53,1.0
0.20779942,0.20779942,1.61,2.2,1.0
0.15513209,0.15513209,1.53,2.37,1.0
0.46465588,0.46465588,2.0,1.72,1.0
0.28699574,0.28699574,1.12,6.0,0.0
0.44469628,0.44469628,1.66,2.1,1.0
0.06771489,0.06771489,1.25,3.75,1.0
0.3603388,0.3603388,1.4,2.75,0.0
0.40092498,0.40092498,1.3,3.4,1.0
0.348337,0.348337,1.61,2.3,0.0
0.27715924,0.27715924,1.72,2.1,0.0
0.31136808,0.31136808,1.22,4.33,0.0
0.26512808,0.26512808,1.9,1.9,0.0
0.4027644,0.4027644,1.66,2.2,1.0
0.26663053,0.26663053,1.12,6.0,0.0
0.28672984,0.28672984,1.53,2.5,0.0
0.19254413,0.19254413,1.53,2.37,0.0
0.22938114,0.22938114,1.05,11.0,0.0
0.32156628,0.32156628,1.08,8.0,0.0
0.24506862,0.24506862,1.61,2.2,1.0
0.18349542,0.18349542,2.1,1.66,1.0
0.37884182,0.37884182,1.4,2.75,0.0
0.2332559,0.2332559,1.9,1.8,0.0
0.24373692,0.24373692,1.22,4.0,1.0
0.319503,0.319503,2.5,1.5,1.0
0.32844374,0.32844374,1.16,5.0,0.0
0.40717372,0.40717372,1.33,3.25,0.0
0.30573973,0.30573973,3.0,1.36,1.0
0.32024372,0.32024372,5.5,1.14,1.0
0.21348074,0.21348074,1.53,2.37,0.0
0.15390773,0.15390773,1.25,3.75,0.0
0.33148283,0.33148283,1.66,2.1,1.0
0.075743504,0.075743504,1.04,13.0,0.0
0.3115839,0.3115839,1.57,2.25,0.0
0.29891524,0.29891524,1.33,3.25,0.0
0.22692162,0.22692162,1.36,3.0,1.0
0.15402408,0.15402408,1.33,3.25,0.0
0.38797233,0.38797233,1.2,4.33,0.0
0.15490523,0.15490523,1.33,3.25,0.0
0.1546332,0.1546332,2.1,1.66,1.0
0.3055848,0.3055848,1.5,2.62,1.0
0.3785163,0.3785163,1.5,2.62,0.0
0.13337082,0.13337082,1.2,4.5,0.0
0.43451238,0.43451238,1.4,3.0,0.0
0.2198329,0.2198329,1.5,2.62,0.0
0.13201144,0.13201144,1.28,3.75,0.0
0.19731687,0.19731687,1.1,7.0,0.0
0.38856706,0.38856706,1.33,3.25,0.0
0.31384456,0.31384456,2.2,1.61,1.0
0.3204451,0.3204451,1.3,3.4,0.0
0.080209926,0.080209926,1.33,3.25,0.0
0.19604492,0.19604492,1.61,2.2,0.0
0.28821808,0.28821808,1.61,2.2,0.0
0.15657043,0.15657043,2.25,1.57,1.0
0.098908454,0.098908454,1.5,2.5,1.0
0.21851175,0.21851175,1.53,2.37,1.0
0.37067166,0.37067166,1.5,2.5,0.0
0.4010556,0.4010556,1.72,2.0,1.0
0.32312903,0.32312903,1.61,2.2,1.0
0.099447496,0.099447496,2.2,1.61,1.0
0.27643487,0.27643487,1.36,3.0,0.0
0.2449085,0.2449085,1.57,2.25,1.0
0.38120303,0.38120303,1.22,4.0,0.0
0.30278894,0.30278894,1.57,2.25,0.0
0.19825111,0.19825111,1.36,3.0,0.0
0.21032624,0.21032624,1.66,2.1,0.0
0.1983227,0.1983227,1.36,3.0,0.0
0.3227384,0.3227384,1.5,2.5,0.0
0.1463523,0.1463523,2.1,1.66,1.0
0.07646548,0.07646548,1.22,4.0,0.0
0.13660581,0.13660581,1.8,1.9,0.0
0.318059,0.318059,1.66,2.2,0.0
0.07470479,0.07470479,1.28,3.75,0.0
0.21004745,0.21004745,1.57,2.37,1.0
0.21980475,0.21980475,1.61,2.3,0.0
0.37781498,0.37781498,1.61,2.3,0.0
0.40486294,0.40486294,1.72,2.1,1.0
0.13206667,0.13206667,1.28,3.75,0.0
0.33561242,0.33561242,1.57,2.25,1.0
0.093815036,0.093815036,1.57,2.25,0.0
0.1457224,0.1457224,1.53,2.37,0.0
0.18900955,0.18900955,1.66,2.1,1.0
0.24482147,0.24482147,1.53,2.37,0.0
0.4380832,0.4380832,1.72,2.0,1.0
0.38211936,0.38211936,1.53,2.37,0.0
0.3707652,0.3707652,1.66,2.1,0.0
0.28463623,0.28463623,1.8,1.9,1.0
0.10208182,0.10208182,1.44,2.62,0.0
0.20011379,0.20011379,1.83,1.83,1.0
0.293281,0.293281,2.1,1.66,0.0
0.2766266,0.2766266,1.1,7.0,0.0
0.3347193,0.3347193,2.0,1.72,1.0
0.27674025,0.27674025,1.4,2.75,0.0
0.43731356,0.43731356,1.66,2.1,0.0
0.15533863,0.15533863,1.5,2.5,1.0
0.2504813,0.2504813,1.83,1.83,0.0
0.18219483,0.18219483,1.14,5.5,1.0
0.34208608,0.34208608,1.33,3.25,0.0
0.3896371,0.3896371,1.53,2.37,0.0
0.25466543,0.25466543,2.75,1.4,1.0
0.23025595,0.23025595,1.44,2.62,1.0
0.33426413,0.33426413,1.28,3.5,0.0
0.14869703,0.14869703,1.72,2.0,1.0
0.31137964,0.31137964,2.0,1.72,1.0
0.123039894,0.123039894,1.4,2.75,0.0
0.059638187,0.059638187,1.57,2.25,0.0
0.059949268,0.059949268,1.03,15.0,0.0
0.23248497,0.23248497,1.53,2.37,1.0
0.112706445,0.112706445,1.12,6.0,0.0
0.24397296,0.24397296,1.57,2.25,1.0
0.3659391,0.3659391,2.37,1.57,0.0
0.14382006,0.14382006,1.72,2.1,1.0
0.34788588,0.34788588,1.57,2.37,0.0
0.21030734,0.21030734,1.1,7.0,0.0
0.13306259,0.13306259,1.57,2.37,0.0
0.11686595,0.11686595,1.44,2.75,1.0
0.44656062,0.44656062,1.25,4.0,0.0
0.2069104,0.2069104,1.25,4.0,0.0
0.23844078,0.23844078,1.25,4.0,0.0
0.20924757,0.20924757,1.3,3.5,0.0
0.354688,0.354688,2.1,1.72,1.0
0.3534716,0.3534716,1.16,5.0,0.0
0.03507043,0.03507043,1.12,6.0,0.0
0.047781356,0.047781356,1.16,5.0,1.0
0.039081987,0.039081987,1.12,6.0,0.0
0.41383106,0.41383106,1.12,6.0,0.0
0.42527416,0.42527416,1.28,3.75,1.0
0.41262773,0.41262773,1.4,3.0,1.0
0.3472323,0.3472323,1.4,3.0,1.0
0.39200217,0.39200217,1.16,5.0,0.0
0.31964165,0.31964165,1.16,5.0,1.0
0.39712062,0.39712062,2.1,1.72,0.0
0.42781445,0.42781445,2.0,1.8,0.0
0.36702192,0.36702192,1.36,3.2,1.0
0.42930523,0.42930523,1.36,3.2,1.0
0.4461416,0.4461416,1.44,2.75,0.0
0.39590934,0.39590934,1.9,1.9,1.0
0.3900044,0.3900044,1.3,3.5,1.0
0.37983614,0.37983614,1.8,2.0,0.0
0.3917914,0.3917914,1.8,2.0,1.0
0.08710009,0.08710009,1.72,2.0,1.0
0.33844024,0.33844024,2.25,1.57,1.0
0.09992535,0.09992535,1.25,3.75,0.0
0.19994368,0.19994368,1.83,1.83,0.0
0.3740941,0.3740941,1.5,2.5,0.0
0.3523535,0.3523535,1.66,2.1,0.0
0.31869176,0.31869176,1.83,1.83,0.0
0.32460877,0.32460877,3.0,1.36,0.0
0.40277556,0.40277556,1.72,2.0,1.0
0.4184453,0.4184453,1.28,3.5,1.0
0.34048286,0.34048286,1.28,3.5,0.0
0.2426223,0.2426223,1.53,2.37,0.0
0.3909491,0.3909491,2.1,1.66,1.0
0.4268796,0.4268796,1.3,3.4,0.0
0.36571142,0.36571142,1.3,3.4,0.0
0.26574624,0.26574624,1.16,5.0,0.0
0.35298678,0.35298678,1.57,2.25,1.0
0.35625875,0.35625875,2.62,1.44,1.0
0.33409432,0.33409432,1.66,2.1,1.0
0.19446191,0.19446191,1.4,2.75,1.0
0.36648127,0.36648127,1.61,2.3,0.0
0.24042375,0.24042375,1.25,4.0,0.0
0.07701287,0.07701287,1.61,2.3,1.0
0.24731812,0.24731812,1.33,3.4,0.0
0.18424478,0.18424478,1.66,2.2,0.0
0.33211377,0.33211377,1.3,3.5,1.0
0.23564485,0.23564485,1.22,4.33,0.0
0.30708036,0.30708036,1.57,2.25,1.0
0.36072153,0.36072153,1.28,3.5,1.0
0.3552559,0.3552559,3.0,1.36,0.0
0.1860387,0.1860387,1.66,2.1,0.0
0.3052101,0.3052101,1.36,3.0,0.0
0.4139511,0.4139511,1.83,1.83,1.0
0.4321325,0.4321325,1.57,2.25,0.0
0.28140435,0.28140435,2.0,1.72,1.0
0.20744915,0.20744915,1.83,1.83,1.0
0.2274157,0.2274157,2.25,1.57,0.0
0.2025275,0.2025275,1.28,3.5,0.0
0.30759937,0.30759937,1.574966013396195,3.703268667824501,0.0
0.25402963,0.25402963,1.57,2.25,0.0
0.36244744,0.36244744,2.75,1.4,1.0
0.34189007,0.34189007,1.66,2.1,0.0
0.29277554,0.29277554,2.5,1.5,1.0
0.37987363,0.37987363,1.83,1.83,0.0
0.43202153,0.43202153,1.66,2.1,0.0
0.14489822,0.14489822,1.22,4.0,1.0
0.3621917,0.3621917,1.57,2.25,0.0
0.2770592,0.2770592,1.5,2.62,1.0
0.2570841,0.2570841,1.44,2.75,0.0
0.24304211,0.24304211,2.37,1.57,1.0
0.32326037,0.32326037,1.44,2.75,0.0
0.37162155,0.37162155,1.66,2.2,1.0
0.3058679,0.3058679,1.44,2.75,0.0
0.34032944,0.34032944,1.33,3.4,0.0
0.33706206,0.33706206,1.33,3.25,0.0
0.33274275,0.33274275,1.2,4.33,0.0
0.30482206,0.30482206,1.72,2.0,1.0
0.3323882,0.3323882,1.83,1.83,1.0
0.11451416,0.11451416,2.1,1.66,0.0
0.34491172,0.34491172,1.72,2.0,1.0
0.12722014,0.12722014,2.75,1.4,1.0
0.31881204,0.31881204,1.5,2.5,0.0
0.2926959,0.2926959,1.61,2.2,0.0
0.27456775,0.27456775,1.53,2.37,1.0
0.31030625,0.31030625,1.53,2.37,0.0
0.3482847,0.3482847,2.37,1.53,0.0
0.0,0.0,1.57,2.25,0.0
0.37421197,0.37421197,1.5,2.5,0.0
0.13546358,0.13546358,1.5,2.5,0.0
0.39373422,0.39373422,1.4,2.75,1.0
0.13379169,0.13379169,1.44,2.62,0.0
0.4577962,0.4577962,1.5,2.5,0.0
0.3396048,0.3396048,1.53,2.37,0.0
0.2586641,0.2586641,1.5,2.5,1.0
0.05987227,0.05987227,1.9,1.9,0.0
0.4139417,0.4139417,1.36,3.2,1.0
0.2877061,0.2877061,2.1,1.72,0.0
0.34033296,0.34033296,1.33,3.4,0.0
0.46372893,0.46372893,1.9,1.9,1.0
0.110351235,0.110351235,2.37,1.57,0.0
0.08768279,0.08768279,2.1,1.72,1.0
0.31459042,0.31459042,1.1,7.0,0.0
0.23311324,0.23311324,1.66,2.2,0.0
0.48695374,0.48695374,1.16,5.0,0.0
0.36204654,0.36204654,2.37,1.57,1.0
0.27497426,0.27497426,1.25,4.0,0.0
0.23485449,0.23485449,1.66,2.2,1.0
0.35644892,0.35644892,1.44,2.75,0.0
0.31586772,0.31586772,1.16,5.0,1.0
0.07964664,0.07964664,1.03,15.0,0.0
0.14565313,0.14565313,1.2,4.5,0.0
0.3764787,0.3764787,1.02,19.0,0.0
0.42260304,0.42260304,1.28,3.75,0.0
0.35127598,0.35127598,1.01,23.0,0.0
0.15343258,0.15343258,1.5,2.62,0.0
0.40798384,0.40798384,1.72,2.1,0.0
0.34603727,0.34603727,1.36,3.2,0.0
0.34559038,0.34559038,1.57,2.37,1.0
0.41120487,0.41120487,1.8,2.0,1.0
0.07988752,0.07988752,1.36,3.2,0.0
0.2535397,0.2535397,1.33,3.4,0.0
0.17075436,0.17075436,1.12,6.0,0.0
0.1845723,0.1845723,2.0,1.8,0.0
0.36424688,0.36424688,1.33,3.4,0.0
0.33835262,0.33835262,2.5,1.53,0.0
0.19009729,0.19009729,1.4,3.0,1.0
0.18375851,0.18375851,1.1,7.0,0.0
0.33039886,0.33039886,1.33,3.4,0.0
0.42462784,0.42462784,1.05,11.0,0.0
0.30053687,0.30053687,1.12,6.0,0.0
0.3997664,0.3997664,1.72,2.1,0.0
0.38999146,0.38999146,1.53,2.5,0.0
0.2549827,0.2549827,1.14,5.5,0.0
0.33777514,0.33777514,1.22,4.33,1.0
0.30495986,0.30495986,1.25,4.0,0.0
0.42941627,0.42941627,1.9,1.9,1.0
0.22223683,0.22223683,1.72,2.1,0.0
0.4000973,0.4000973,1.11,6.5,0.0
0.37171352,0.37171352,1.005,29.0,0.0
0.3875982,0.3875982,1.36,3.2,0.0
0.3543515,0.3543515,2.5,1.53,1.0
0.4320946,0.4320946,1.8,2.0,0.0
0.15450744,0.15450744,1.4,3.0,0.0
0.29207265,0.29207265,1.61,2.3,1.0
0.45856106,0.45856106,1.44,2.75,1.0
0.17490701,0.17490701,1.5,2.62,1.0
0.26917404,0.26917404,1.06,10.0,0.0
0.28840137,0.28840137,1.53,2.5,0.0
0.30759245,0.30759245,1.44,2.75,0.0
0.35262746,0.35262746,2.2,1.66,1.0
0.25809175,0.25809175,1.07,9.0,0.0
0.06937498,0.06937498,1.01,21.0,0.0
0.16173247,0.16173247,1.12,6.0,0.0
0.3060611,0.3060611,1.3,3.5,0.0
0.25446865,0.25446865,1.2,4.5,0.0
0.18188493,0.18188493,1.2,4.5,0.0
0.14864537,0.14864537,1.9,1.9,1.0
0.40571484,0.40571484,1.53,2.5,1.0
0.28419837,0.28419837,1.08,8.0,0.0
0.24168818,0.24168818,1.3,3.5,0.0
0.42187738,0.42187738,1.53,2.5,1.0
0.1657324,0.1657324,1.22,4.33,0.0
0.4319334,0.4319334,4.0,1.25,0.0
0.36376825,0.36376825,1.4,3.0,1.0
0.29430723,0.29430723,2.75,1.44,1.0
0.19829641,0.19829641,1.33,3.4,0.0
0.29196796,0.29196796,1.4,3.0,0.0
0.30089262,0.30089262,1.61,2.3,1.0
0.26197568,0.26197568,3.0,1.4,1.0
0.21661521,0.21661521,1.12,6.0,0.0
0.26885682,0.26885682,2.1,1.72,0.0
0.1868529,0.1868529,1.005,29.0,0.0
0.40831104,0.40831104,1.2,4.5,1.0
0.1994217,0.1994217,1.14,5.5,0.0
0.32299283,0.32299283,1.36,3.2,1.0
0.072457746,0.072457746,1.28,3.75,0.0
0.23039672,0.23039672,1.22,4.33,0.0
0.38750666,0.38750666,1.8,2.0,1.0
0.452676,0.452676,1.08,8.0,0.0
0.17329766,0.17329766,1.66,2.2,0.0
0.14888002,0.14888002,1.02,17.0,0.0
0.28031036,0.28031036,1.4,3.0,1.0
0.2518812,0.2518812,1.01,21.0,0.0
0.15979603,0.15979603,1.07,9.0,0.0
0.11567131,0.11567131,1.2,4.5,0.0
0.42335853,0.42335853,2.75,1.44,1.0
0.0,0.0,1.28,3.75,0.0
0.21044739,0.21044739,1.12,6.0,0.0
0.23953427,0.23953427,2.3,1.61,1.0
0.266923,0.266923,1.11,6.5,0.0
0.153885,0.153885,1.14,5.5,0.0
0.42499667,0.42499667,1.36,3.2,0.0
0.42102593,0.42102593,1.22,4.33,0.0
0.3461105,0.3461105,1.2,4.5,0.0
0.22669056,0.22669056,1.22,4.33,0.0
0.43880597,0.43880597,1.8,2.0,0.0
0.12870267,0.12870267,29.0,0.967,0.0
0.12956144,0.12956144,1.36,3.2,0.0
0.27471614,0.27471614,1.72,2.1,0.0
0.3584885,0.3584885,1.36,3.2,1.0
0.12152778,0.12152778,1.01,23.0,0.0
0.26065615,0.26065615,1.57,2.37,1.0
0.3586212,0.3586212,1.36,3.2,1.0
0.22312988,0.22312988,2.1,1.72,0.0
0.050969735,0.050969735,1.04,13.0,0.0
0.19531849,0.19531849,1.53,2.5,0.0
0.21594661,0.21594661,1.4,3.0,0.0
0.16773097,0.16773097,2.62,1.5,1.0
0.05303132,0.05303132,1.03,15.0,0.0
0.08164074,0.08164074,1.66,2.2,0.0
0.25377467,0.25377467,3.2,1.36,1.0
0.2679267,0.2679267,1.44,2.75,0.0
0.21713631,0.21713631,1.1,7.0,0.0
0.08019661,0.08019661,1.53,2.5,0.0
0.11743823,0.11743823,1.04,13.0,0.0
0.0701071,0.0701071,1.57,2.37,1.0
0.06275932,0.06275932,1.14,5.5,0.0
0.39550608,0.39550608,1.3,3.5,0.0
0.28181243,0.28181243,1.28,3.75,1.0
0.046862207,0.046862207,1.16,5.0,0.0
0.15647276,0.15647276,2.0,1.8,0.0
0.0614972,0.0614972,1.08,8.0,0.0
0.06266356,0.06266356,1.12,6.0,0.0
0.26334566,0.26334566,1.66,2.2,0.0
0.026217945,0.026217945,1.36,3.2,1.0
0.05373746,0.05373746,1.11,6.5,0.0
0.11345826,0.11345826,1.5,2.62,0.0
0.13192797,0.13192797,1.25,4.0,0.0
0.45534146,0.45534146,1.5,2.5,1.0
0.38418236,0.38418236,1.83,1.83,0.0
0.450934,0.450934,2.1,1.66,0.0
0.21292855,0.21292855,1.5,2.5,1.0
0.44021502,0.44021502,1.8,1.9,0.0
0.39797422,0.39797422,1.574966013396195,3.703268667824501,1.0
0.13358496,0.13358496,1.5,2.5,0.0
0.23186435,0.23186435,1.574966013396195,3.703268667824501,0.0
0.38030067,0.38030067,2.0,1.72,0.0
0.41382793,0.41382793,1.33,3.25,1.0
0.34421337,0.34421337,1.57,2.25,0.0
0.3446708,0.3446708,1.8,1.9,0.0
0.3705394,0.3705394,2.0,1.72,0.0
0.32357824,0.32357824,1.4,2.75,0.0
0.27970693,0.27970693,1.66,2.1,1.0
0.3999439,0.3999439,1.44,2.62,0.0
0.38140202,0.38140202,1.57,2.25,0.0
0.21569094,0.21569094,1.72,2.0,0.0
0.36271492,0.36271492,1.22,4.0,0.0
0.16290425,0.16290425,1.28,3.5,0.0
0.3148996,0.3148996,1.57,2.37,1.0
0.31576324,0.31576324,1.53,2.5,0.0
0.35263914,0.35263914,1.25,4.0,0.0
0.37543574,0.37543574,2.2,1.66,0.0
0.29034165,0.29034165,1.5,2.62,0.0
0.16175127,0.16175127,1.16,5.0,0.0
0.16989614,0.16989614,1.4,3.0,1.0
0.29594886,0.29594886,1.9,1.8,1.0
0.086930186,0.086930186,2.25,1.57,1.0
0.18240476,0.18240476,1.44,2.62,1.0
0.3628657,0.3628657,1.4,2.75,0.0
0.43358746,0.43358746,2.2,1.61,0.0
0.36599767,0.36599767,2.1,1.66,1.0
0.3145586,0.3145586,1.36,3.0,0.0
0.36594465,0.36594465,1.36,3.0,0.0
0.35808408,0.35808408,1.53,2.37,0.0
0.1497125,0.1497125,1.72,2.0,0.0
0.3856018,0.3856018,1.44,2.62,1.0
0.40826762,0.40826762,3.0,1.36,0.0
0.24313706,0.24313706,1.44,2.62,1.0
0.30505723,0.30505723,1.44,2.62,1.0
0.39624053,0.39624053,1.72,2.0,0.0
0.08328053,0.08328053,1.33,3.25,0.0
0.3899598,0.3899598,1.8,1.9,1.0
0.35950065,0.35950065,1.61,2.2,1.0
0.34888908,0.34888908,1.57,2.25,1.0
0.12268555,0.12268555,1.57,2.25,0.0
0.44073313,0.44073313,1.53,2.5,0.0
0.361687,0.361687,2.62,1.5,1.0
0.09329344,0.09329344,1.28,3.75,0.0
0.21626474,0.21626474,1.5,2.62,0.0
0.4227494,0.4227494,1.72,2.1,0.0
0.43046087,0.43046087,1.53,2.5,1.0
0.09299595,0.09299595,1.44,2.75,0.0
0.2650221,0.2650221,1.66,2.1,1.0
0.24330115,0.24330115,1.4,2.75,0.0
0.32154128,0.32154128,2.75,1.4,1.0
0.386609,0.386609,1.83,1.83,0.0
0.36814985,0.36814985,1.72,2.0,0.0
0.39014974,0.39014974,1.33,3.25,0.0
0.35967058,0.35967058,2.37,1.53,0.0
0.35112077,0.35112077,2.25,1.57,1.0
0.4007301,0.4007301,2.37,1.53,1.0
0.15819272,0.15819272,1.08,8.0,0.0
0.4472635,0.4472635,1.57,2.25,0.0
0.39584172,0.39584172,1.36,3.0,0.0
0.44340074,0.44340074,2.2,1.61,1.0
0.23495843,0.23495843,1.83,1.83,0.0
0.25856817,0.25856817,1.53,2.37,0.0
0.4367456,0.4367456,2.2,1.61,1.0
0.41654545,0.41654545,1.61,2.2,0.0
0.42379737,0.42379737,1.53,2.37,0.0
0.3802823,0.3802823,1.72,2.0,0.0
0.27420118,0.27420118,1.36,3.0,1.0
0.43941864,0.43941864,2.2,1.66,0.0
0.32811075,0.32811075,1.8,2.0,0.0
0.38818997,0.38818997,1.53,2.5,0.0
0.3822374,0.3822374,1.9,1.9,1.0
0.2071022,0.2071022,1.8,2.0,1.0
0.3607702,0.3607702,1.66,2.2,0.0
0.32979488,0.32979488,1.57,2.37,1.0
0.34124357,0.34124357,1.9,1.8,0.0
0.3724297,0.3724297,1.61,2.2,0.0
0.25608876,0.25608876,1.53,2.37,0.0
0.41140917,0.41140917,3.0,1.36,1.0
